11;SNNH00W000001;https://cdn.pnj.io/images/thumbnails/300/300/detailed/87/sbnh00w000001-nhan-bac-pnjsilver-gem-melting.png;Nhẫn bạc PNJSilver Gem Melting NH00W000001;495.000;1;2;6;Gem Melting;Ngọc trai nhân tạo;;;Không gắn đá;;Nữ;Sinh nhật,Tình yêu,Ngày kỷ niệm;Cho Nàng;;;;;;;;;;;;;;;;;;;;;;0
12;SNZTXMK000088;https://cdn.pnj.io/images/thumbnails/300/300/detailed/58/snd2kn92636.408-nhan-bac-pnjsilver-dinh-da-mau-xanh-01.png;Nhẫn bạc đính đá màu xanh lá PNJSilver Fantasia ZTXMK000088;475.000;1;2;9;Fantasia;CZ;Xanh lá cây;Tròn;CZ;Trắng;Nữ;Sinh nhật,Tình yêu,Ngày kỷ niệm;Cho Nàng;;;;;;;;;;;;;;;;;;;;;;0
13;SNXM00K000061-SNXM00K000062;https://cdn.pnj.io/images/thumbnails/300/300/detailed/38/snd2kn01301.100-snd2kn01302.100-nhan-cap-bac-pnjsilver-dinh-da-001.png;Nhẫn cặp bạc đính đá PNJSilver 00061-00062;715.000;1;2;6;Nhẫn cặp;CZ;Trắng;Tròn;;;;Tình yêu;Cho Nàng,Cho Chàng;;;;;;;;;;;;;;;;;;;;;;0
14;SN0000K000040-SNXM00K000079;https://cdn.pnj.io/images/thumbnails/300/300/detailed/38/snd2kn07573.000-snd2kn07574.100-nhan-cap-bac-pnjsilver-dinh-da-01.png;Nhẫn cặp bạc đính đá PNJSilver 00040-00079;656.000;1;2;6;Nhẫn cặp;CZ;Trắng;Tròn;;;;Tình yêu;Cho Nàng,Cho Chàng;;;;;;;;;;;;;;;;;;;;;;0
15;SN0000K000074;https://cdn.pnj.io/images/thumbnails/300/300/detailed/39/sn0000k000074-nhan-nam-bac-pnjsilver-friendzone-breaker-01.png;Nhẫn nam bạc PNJSilver Friendzone Breaker 0000K000074;385.000;1;2;5;Friendzone Breaker;Không gắn đá;;;Không gắn đá;;Nam;Tình yêu;Cho Chàng;;;;;;;;;;;;;;;;;;;;;;0
16;SNXM00K000087-SNXM00K000088;https://cdn.pnj.io/images/thumbnails/300/300/detailed/38/snd2kn08497.100-snd2kn08498.100-nhan-cap-bac-pnjsilver-dinh-da-001.png;Nhẫn cặp bạc đính đá PNJSilver 00087-00088;647.000;1;2;5;Nhẫn cặp;CZ;Trắng;Tròn;;;;Tình yêu;Cho Nàng,Cho Chàng;;;;;;;;;;;;;;;;;;;;;;0
17;SNXM00K000139;https://cdn.pnj.io/images/thumbnails/300/300/detailed/39/snxm00k000139-nhan-bac-dinh-da-pnjsilver-friendzone-breaker-01.png;Nhẫn bạc đính đá PNJSilver Friendzone Breaker XM00K000139;367.000;1;2;7;Friendzone Breaker;CZ;Trắng;Tròn;;;Nữ;Tình yêu;Cho Nàng;;;;;;;;;;;;;;;;;;;;;;0
18;SNXMXMK000083;https://cdn.pnj.io/images/thumbnails/300/300/detailed/47/snxmxmk000083-nhan-bac-dinh-da-pnjsilver-hinh-no-01.png;Nhẫn bạc đính đá PNJSilver hình nơ XMXMK000083;421.000;1;2;8;;CZ;Trắng;Tròn;;;Nữ;;;;;;;;;;;;;;;;;;;;;;;;0
19;SNXM00K000099;https://cdn.pnj.io/images/thumbnails/300/300/detailed/47/snxm00k000099-nhan-bac-dinh-da-pnjsilver-001.png;Nhẫn bạc đính đá PNJSilver XM00K000099;324.000;1;2;9;;CZ;Trắng;Tròn;;;Nữ;Sinh nhật,Tình yêu,Ngày kỷ niệm,Các dịp lễ tết;Cho Nàng,Cho Mẹ;;;Cảm xúc;;;;;;;;;;;;;;;;;;;0
20;SNXM00K000088;https://cdn.pnj.io/images/thumbnails/300/300/detailed/47/snxm00k000088-nhan-bac-dinh-da-pnjsilver01.png;Nhẫn bạc đính đá PNJSilver XM00K000088;317.000;1;2;8;Nhẫn cặp;CZ;Trắng;Tròn;;;;Tình yêu;Cho Nàng,Cho Chàng;;;;;;;;;;;;;;;;;;;;;;0
21;SN0000K000059;https://cdn.pnj.io/images/thumbnails/300/300/detailed/33/sn0000k000059-nhan-nam-bac-pnjsilver-01.png;Nhẫn nam bạc PNJSilver 0000K000059;338.000;1;2;9;Nhẫn cặp;;;;;;Nam;Sinh nhật,Tình yêu,Ngày kỷ niệm;Cho Chàng;;;Thời trang;;;;;;;;;;;;;;;;;;;0
22;SNXMXMK000139;https://cdn.pnj.io/images/thumbnails/300/300/detailed/46/snxmxmk000139-nhan-bac-dinh-da-pnjsilver-hinh-vo-cuc-01.png;Nhẫn bạc đính đá PNJSilver hình vô cực XMXMK000139;354.000;1;2;6;;CZ;Trắng;Tròn;;;Nữ;Sinh nhật,Tình yêu;Cho Nàng;;;Cảm xúc;;;;;;;;;;;;;;;;;;;0
23;SNXMXMK000151;https://cdn.pnj.io/images/thumbnails/300/300/detailed/102/snxmxmk000151-nhan-bac-dinh-da-pnjsilver.png;Nhẫn bạc đính đá PNJSilver XMXMK000151;404.000;1;2;6;;CZ;Trắng;Tròn;CZ;Trắng;Nữ;Sinh nhật,Tình yêu;Cho Nàng;;;Tinh tế;;;;;;;;;;;;;;;;;;;0
24;SNXMXMK000059;https://cdn.pnj.io/images/thumbnails/300/300/detailed/38/snxmxmk000059-nhan-bac-dinh-da-pnjsilver-0001.png;Nhẫn bạc đính đá PNJSilver XMXMK000059;489.000;1;2;7;;CZ;Trắng;Tròn;CZ;Trắng;Nữ;Sinh nhật,Tình yêu,Ngày kỷ niệm,Các dịp lễ tết;Cho Nàng;;;Tinh tế;;;;;;;;;;;;;;;;;;;0
25;SNXM00K000087;https://cdn.pnj.io/images/thumbnails/300/300/detailed/47/snxm00k000087-nhan-bac-dinh-da-pnjsilver.png;Nhẫn bạc đính đá PNJSilver XM00K000087;330.000;1;2;9;Nhẫn cặp;CZ;Trắng;Tròn;;;;Tình yêu;Cho Nàng,Cho Chàng;;;;;;;;;;;;;;;;;;;;;;0
26;SNXM00K000100;https://cdn.pnj.io/images/thumbnails/300/300/detailed/46/snd2kn10166.100-nhan-bac-pnjsilver-dinh-da..png;Nhẫn bạc đính đá PNJSilver XM00K000100;361.000;1;2;5;;CZ;Trắng;Tròn;;;Nữ;Sinh nhật,Tình yêu;Cho Nàng;;;Cảm xúc;;;;;;;;;;;;;;;;;;;0
27;SNXMXMK000043;https://cdn.pnj.io/images/thumbnails/300/300/detailed/38/snxmxmk000043-nhan-bac-dinh-da-pnjsilver-01.png;Nhẫn bạc đính đá PNJSilver XMXMK000043;513.000;1;2;10;;CZ;Trắng;Tròn;CZ;Trắng;Nữ;Sinh nhật,Tình yêu,Ngày kỷ niệm,Các dịp lễ tết;Cho Nàng;;;Tinh tế;;;;;;;;;;;;;;;;;;;0
28;SNXMXMK000154;https://cdn.pnj.io/images/thumbnails/300/300/detailed/47/snxmxmk000154-nhan-bac-dinh-da-pnjsilver-01.png;Nhẫn bạc đính đá PNJSilver XMXMK000154;687.000;1;2;9;;CZ;Trắng;Tròn;CZ;Trắng;Nữ;;;;;;;;;;;;;;;;;;;;;;;;0
29;SNXMXMK000143;https://cdn.pnj.io/images/thumbnails/300/300/detailed/46/snxmxmk000143-nhan-bac-dinh-da-pnjsilver-01.png;Nhẫn bạc đính đá PNJSilver XMXMK000143;660.000;1;2;7;;CZ;Trắng;Tròn;CZ;Trắng;Nữ;Sinh nhật,Tình yêu;Cho Nàng;;;Tinh tế;;;;;;;;;;;;;;;;;;;0
30;SNXMXMK000124;https://cdn.pnj.io/images/thumbnails/300/300/detailed/47/snxmxmk000124-nhan-bac0dinh-da-pnjsilver-001.png;Nhẫn bạc đính đá PNJSilver XMXMK000124;397.000;1;2;6;;CZ;Trắng;Tròn;CZ;Trắng;Nữ;Sinh nhật,Tình yêu,Ngày kỷ niệm,Các dịp lễ tết;Cho Nàng;;;Cảm xúc;;;;;;;;;;;;;;;;;;;0
31;SNXMXMK000065;https://cdn.pnj.io/images/thumbnails/300/300/detailed/38/snxmxmk000065-nhan-bac-dinh-da-pnjsilver.png;Nhẫn bạc đính đá PNJSilver XMXMK000065;444.000;1;2;9;;CZ;Trắng;Tròn;CZ;Trắng;Nữ;Sinh nhật,Tình yêu,Ngày kỷ niệm,Các dịp lễ tết;Cho Nàng,Cho Mẹ;;;Tinh tế;;;;;;;;;;;;;;;;;;;0
32;SNXMXMK000144;https://cdn.pnj.io/images/thumbnails/300/300/detailed/47/snxmxmk000144-nhan-bac-dinh-da-pnjsilver-01.png;Nhẫn bạc đính đá PNJSilver XMXMK000144;562.000;1;2;5;;CZ;Trắng;Tròn;CZ;Trắng;Nữ;Sinh nhật,Tình yêu;Cho Nàng;;;Tinh tế;;;;;;;;;;;;;;;;;;;0
33;SNXMXMK000152;https://cdn.pnj.io/images/thumbnails/300/300/detailed/46/snxmxmk000152-nhan-bac-dinh-da-pnjsilver-01.png;Nhẫn bạc đính đá PNJSilver XMXMK000152;571.000;1;2;7;;CZ;Trắng;Tròn;CZ;Trắng;Nữ;Sinh nhật,Tình yêu;Cho Nàng;;;Tinh tế;;;;;;;;;;;;;;;;;;;0
34;SNXMXMK000125;https://cdn.pnj.io/images/thumbnails/300/300/detailed/47/gnxmxmk000125-nhan-bac-dinh-da-pnjsilver-01.png;Nhẫn bạc đính đá PNJSilver XMXMK000125;405.000;1;2;7;;CZ;Trắng;Tròn;CZ;Trắng;Nữ;Sinh nhật,Tình yêu,Ngày kỷ niệm,Các dịp lễ tết;Cho Nàng;;;Cảm xúc;;;;;;;;;;;;;;;;;;;0
35;SNXMXMK000146;https://cdn.pnj.io/images/thumbnails/300/300/detailed/46/snd2kn11085.100-nhan-bac-pnjsilver-dinh-da..png;Nhẫn bạc đính đá PNJSilver XMXMK000146;670.000;1;2;10;;CZ;Trắng;Tròn;CZ;Trắng;Nữ;Sinh nhật,Tình yêu;Cho Nàng;;;Cảm xúc;;;;;;;;;;;;;;;;;;;0
36;SN0000K000095;https://cdn.pnj.io/images/thumbnails/300/300/detailed/87/sn0000k000095-nhan-bac-pnjsilver.png;Nhẫn bạc PNJSilver 0000K000095;335.000;1;2;8;;;;;;;Nữ;Sinh nhật,Tình yêu,Ngày kỷ niệm,Các dịp lễ tết;Cho Nàng;;;;;;;;;;;;;;;;;;;;;;0
37;SNXM00K000135;https://cdn.pnj.io/images/thumbnails/300/300/detailed/32/snd2kn13875.100-nhan-bac-pnjsilver-boho-dream.png;Nhẫn bạc đính đá PNJSilver Boho Dream XM00K000135;339.000;1;2;5;BOHO Dream;CZ;Trắng;Tròn;;;Nữ;Sinh nhật,Tình yêu;Cho Nàng;;;Cảm xúc;;;;;;;;;;;;;;;;;;;0
38;SN0000K000068;https://cdn.pnj.io/images/thumbnails/300/300/detailed/32/snd2kn13833.000-nhan-bac-pnjsilver-boho-dream.png;Nhẫn bạc PNJSilver Boho Dream 0000K000068;347.000;1;2;8;BOHO Dream;;;;;;Nữ;Sinh nhật,Tình yêu,Ngày kỷ niệm,Các dịp lễ tết;Cho Nàng;;;Cảm xúc;;;;;;;;;;;;;;;;;;;0
39;SNXM00K000092;https://cdn.pnj.io/images/thumbnails/300/300/detailed/47/snxm00k000092-nhan-bac-dinh-da-pnjsilver-hinh-chu-love-01.png;Nhẫn bạc đính đá PNJSilver hình chữ Love XM00K000092;349.000;1;2;5;Nhẫn cặp;CZ;Trắng;Tròn;;;Nữ;Tình yêu;Cho Nàng;;;;;;;;;;;;;;;;;;;;;;0
40;SN0000K000063;https://cdn.pnj.io/images/thumbnails/300/300/detailed/87/SN0000K000063-nhan-nam-bac-PNJSilver.png;Nhẫn nam bạc PNJSilver 0000K000063;365.000;1;2;7;;;;;;;Nam;Tình yêu;Cho Chàng;;;;;;;;;;;;;;;;;;;;;;0
41;SNXMXMK000189;https://cdn.pnj.io/images/thumbnails/300/300/detailed/43/snxmxmk000189-nhan-bac-dinh-da-pnjsilver-wanderlust-hinh-vuong-mien.png;Nhẫn bạc đính đá PNJSilver Wanderlust hình vuơng miện XMXMK000189;399.000;1;2;9;Wanderlust;CZ;Trắng;Tròn;;;Nữ;Sinh nhật,Tình yêu,Ngày kỷ niệm,Các dịp lễ tết;Cho Nàng;;;Tinh tế;;;;;;;;;;;;;;;;;;;0
42;SNXMXMK000129;https://cdn.pnj.io/images/thumbnails/300/300/detailed/81/snxmxmk000129-nhan-nam-bac-dinh-da-pnjsilver_k27x-3g.png;Nhẫn nam bạc đính đá PNJSilver XMXMK000129;409.000;1;2;7;Nhẫn cặp;CZ;Trắng;Tròn;;;Nam;Tình yêu;Cho Chàng;;;;;;;;;;;;;;;;;;;;;;0
43;SNZTXMK000055;https://cdn.pnj.io/images/thumbnails/300/300/detailed/46/snd2kn10515.400-nhan-bac-pnjsilver-dinh-da-mau-xanh.png;Nhẫn bạc đính đá màu xanh PNJSilver ZTXMK000055;437.000;1;2;8;;Synthetic;Xanh;Chữ nhật;CZ;Trắng;Nữ;Sinh nhật,Tình yêu;Cho Nàng;;;Cảm xúc;;;;;;;;;;;;;;;;;;;0
44;SNXM00W000003;https://cdn.pnj.io/images/thumbnails/300/300/detailed/87/snxm00w000003-nhan-nam-bac-dinh-da-pnjsilver-gem-melting-01__1_.png;Nhẫn nam bạc đính đá PNJSilver Gem Melting XM00W000003;565.000;1;2;8;Gem Melting;Xoàn mỹ;;;Không gắn đá;;Nam;Sinh nhật,Tình yêu;Cho Chàng;;;Nam;;;;;;;;;;;;;;;;;;;0
45;SNXMXMW000003;https://cdn.pnj.io/images/thumbnails/300/300/detailed/64/snxmxmw000003-nhan-nam-bac-dinh-da-pnjsilver-gem-melting-01.png;Nhẫn nam bạc đính đá PNJSilver Gem Melting XMXMW000003;665.000;1;2;10;Gem Melting;Xoàn mỹ;Trắng;;Xoàn mỹ;;Nam;Sinh nhật,Tình yêu;Cho Chàng;;;Nam;;;;;;;;;;;;;;;;;;;0
46;SNXMXMK000172;https://cdn.pnj.io/images/thumbnails/300/300/detailed/71/snxmxmk000172-nhan-nam-bac-dinh-da-pnjsilver.png;Nhẫn nam bạc đính đá PNJSilver XMXMK000172;701.000;1;2;5;My man;Xoàn mỹ;;;Xoàn mỹ;;Nam;;Cho Chàng;;;;;;;;;;;;;;;;;;;;;;0
47;SNXMXMK000167;https://cdn.pnj.io/images/thumbnails/300/300/detailed/42/snxmxmk000167-nhan-nam-bac-dinh-da-pnjsilver.png;Nhẫn nam bạc đính đá PNJSilver XMXMK000167;715.000;1;2;6;;CZ;Trắng;Vuông;CZ;Trắng;Nam;Sinh nhật,Tình yêu,Ngày kỷ niệm,Các dịp lễ tết;Cho Chàng;;;Cảm xúc;;;;;;;;;;;;;;;;;;;0
48;SNZT00K000055;https://cdn.pnj.io/images/thumbnails/300/300/detailed/47/snd2kn13721.403-nhan-bac-nam-pnjsilver-my-man-dinh-da-mau-den.png;Nhẫn nam bạc đính đá màu đen PNJSilver My Man ZT00K000055;578.400;1;2;7;My man;;Đang cập nhật;;;;Nam;Sinh nhật,Tình yêu,Ngày kỷ niệm,Các dịp lễ tết;Cho Chàng;;;;;;;;;;;;;;;;;;;;;;0
49;SNXM00C000023;https://cdn.pnj.io/images/thumbnails/300/300/detailed/68/nhan-bac-dinh-da-pnjsilver-winnie-the-pooh-xm00c000023.png;Nhẫn bạc đính đá Disney|PNJ Winnie The Pooh XM00C000023;955.000;1;1;5;Winnie The Pooh;Xoàn mỹ;;;Không gắn đá;;Trẻ em;Sinh nhật,Các dịp lễ tết;Cho Bé;;;;;;;;;;;;;;;;;;;;;;0
50;SNXM00K000108;https://cdn.pnj.io/images/thumbnails/300/300/detailed/87/gmxm00k000108-nhan-bac-dinh-da-pnjsilver.png;Nhẫn bạc đính đá PNJSilver XM00K000108;330.000;1;2;9;Nhẫn cặp;CZ;Trắng;Tròn;;;Nữ;Tình yêu,Ngày kỷ niệm;Cho Nàng;;;;;;;;;;;;;;;;;;;;;;0
51;SNXM00K000061;https://cdn.pnj.io/images/thumbnails/300/300/detailed/81/snxm00k000061-nhan-bac-dinh-da-pnjsilver.png;Nhẫn bạc đính đá PNJSilver XM00K000061;340.000;1;2;6;Nhẫn cặp;CZ;Trắng;Tròn;;;;Tình yêu;Cho Nàng,Cho Chàng;;;;;;;;;;;;;;;;;;;;;;0
52;SNXM00K000072;https://cdn.pnj.io/images/thumbnails/300/300/detailed/92/snxm00k000072-nhan-bac-pnjsilver-dinh-da-00001.png;Nhẫn bạc đính đá PNJSilver XM00K000072;348.000;1;2;10;Nhẫn cặp;CZ;Trắng;Tròn;;;;Tình yêu;Cho Nàng,Cho Chàng;;;;;;;;;;;;;;;;;;;;;;0
53;SNXMXMK000213;https://cdn.pnj.io/images/thumbnails/300/300/detailed/32/snxmxmk000213-nhan-bac-dinh-da-pnjsilver-my-princess-01.png;Nhẫn bạc đính đá PNJSilver My Princess XMXMK000213;416.000;1;2;6;My Princess;CZ;Trắng;Tròn;;;Nữ;Sinh nhật,Tình yêu,Ngày kỷ niệm,Các dịp lễ tết;Cho Nàng;;;;;;;;;;;;;;;;;;;;;;0
54;SNNHXMW000002;https://cdn.pnj.io/images/thumbnails/300/300/detailed/87/snnhxmw000002-nhan-bac-pnjsilver-gem-melting.png;Nhẫn bạc PNJSilver Gem Melting NHXMW000002;445.000;1;2;9;Gem Melting;Ngọc trai nhân tạo;Xanh nước biển;Tròn;Xoàn mỹ;Trắng;Nữ;Sinh nhật,Tình yêu,Ngày kỷ niệm;Cho Nàng;;;;;;;;;;;;;;;;;;;;;;0
55;SNXM00C000019;https://cdn.pnj.io/images/thumbnails/300/300/detailed/61/snd2cn98353.100-nhan-bac-pnjsilver-dinh-da.png;Nhẫn bạc đính đá PNJSilver XM00C000019;364.000;1;2;8;;CZ;Trắng;Tròn;;;Nữ;Sinh nhật,Tình yêu,Ngày kỷ niệm,Các dịp lễ tết;Cho Nàng;;;;;;;;;;;;;;;;;;;;;;0
56;SN0000K000098;https://cdn.pnj.io/images/thumbnails/300/300/detailed/87/sn0000k000098-nhan-nam-bac-pnjsilver-01__1_.png;Nhẫn nam bạc PNJSilver 0000K000098;455.000;1;2;9;;;;;;;Nam;Tình yêu;Cho Chàng;;;;;;;;;;;;;;;;;;;;;;0
57;SNXM00K000173;https://cdn.pnj.io/images/thumbnails/300/300/detailed/70/snxm00k000173-nhan-bac-dinh-da-pnjsilver-xm00k000173-01.png;Nhẫn bạc đính đá PNJSilver XM00K000173;364.000;1;2;6;;Xoàn mỹ;;;Không gắn đá;;Nữ;Sinh nhật,Tình yêu;Cho Nàng;;;;;;;;;;;;;;;;;;;;;;0
58;SN0000K000096;https://cdn.pnj.io/images/thumbnails/300/300/detailed/87/sn0000k000096-nhan-bac-nam-pnjsilver.png;Nhẫn bạc nam PNJSilver 0000K000096;465.000;1;2;9;;;;;;;Nam;Sinh nhật,Tình yêu,Ngày kỷ niệm,Các dịp lễ tết;Cho Chàng;;;;;;;;;;;;;;;;;;;;;;0
59;SNXMXMK000183;https://cdn.pnj.io/images/thumbnails/300/300/detailed/47/snd2kn14183.100-nhan-bac-pnjsilver-dinh-da.png;Nhẫn bạc đính đá PNJSilver XMXMK000183;471.000;1;2;10;;CZ;Trắng;Tròn;CZ;Trắng;Nữ;;;;;Tinh tế;;;;;;;;;;;;;;;;;;;0
60;SNXMXMK000187;https://cdn.pnj.io/images/thumbnails/300/300/detailed/104/snxmxmk000187-nhan-bac-dinh-da-pnjsilver-wanderlust-01.png;Nhẫn bạc đính đá PNJSilver Wanderlust XMXMK000187;539.000;1;2;8;Wanderlust;CZ;Trắng;Giọt;CZ;Trắng;Nữ;Sinh nhật,Tình yêu,Ngày kỷ niệm,Các dịp lễ tết;Cho Nàng;;;Tinh tế;;;;;;;;;;;;;;;;;;;0
61;SNXM00W000002;https://cdn.pnj.io/images/thumbnails/300/300/detailed/64/snxm00w000002-nhan-nam-bac-dinh-da-pnjsilver-gem-melting-01.png;Nhẫn nam bạc đính đá PNJSilver Gem Melting XM00W000002;565.000;1;2;5;Gem Melting;Xoàn mỹ;Trắng;;Không gắn đá;;Nam;Sinh nhật,Tình yêu;;;;Nam;;;;;;;;;;;;;;;;;;;0
62;SNZTXMK000098;https://cdn.pnj.io/images/thumbnails/300/300/detailed/61/snd2kn92895.407-nhan-bac-pnjsilver-fantasia-dinh-da-mau-tim.png;Nhẫn bạc đính đá màu tím PNJSilver Fantasia ZTXMK000098;535.000;1;2;9;Fantasia;CZ;Tím;Nhiều dạng;CZ;Trắng;Nữ;Sinh nhật,Ngày kỷ niệm,Các dịp lễ tết;Cho Nàng;;;;;;;;;;;;;;;;;;;;;;0
63;SNZTXMK000102;https://cdn.pnj.io/images/thumbnails/300/300/detailed/61/snztxmk000102-nhan-bac-dinh-da-mau-tim-pnjsilver-01.png;Nhẫn bạc đính đá màu tím PNJSilver Fantasia ZTXMK000102;785.000;1;2;8;Fantasia;Synthetic;Tím;Giọt;;;Nữ;Sinh nhật,Ngày kỷ niệm;Cho Nàng;;;;;;;;;;;;;;;;;;;;;;0
64;SNZT00A060000;https://cdn.pnj.io/images/thumbnails/300/300/detailed/66/snzt00a060000-nhan-nam-bac-dinh-da-mau-do-pnjsilver-01.png;Nhẫn nam bạc đính đá màu đỏ PNJSilver ZT00A060000;795.000;1;2;10;;Synthetic;;;Không gắn đá;;Nam;Sinh nhật,Tình yêu,Ngày kỷ niệm;Cho Chàng;;;;;;;;;;;;;;;;;;;;;;0
65;SNZTXMH000003;https://cdn.pnj.io/images/thumbnails/300/300/detailed/68/snztxmh000003-nhan-tre-em-bac-dinh-da-pnjsilver-minnie-alone-ztxmh000003.png;Nhẫn bạc đính đá Disney|PNJ Minnie ZTXMH000003;1.465.000;1;1;5;Mickey & Minnie;Synthetic;;;Xoàn mỹ;;Nữ;Sinh nhật,Các dịp lễ tết;Cho Nàng;;;;;;;;;;;;;;;;;;;;;;0
66;SNXMXMK000128;https://cdn.pnj.io/images/thumbnails/300/300/detailed/81/snxmxmk000128-nhan-bac-dinh-da-pnjsilver.png;Nhẫn bạc đính đá PNJSilver XMXMK000128;367.000;1;2;7;Nhẫn cặp;CZ;Trắng;Tròn;CZ;Trắng;Nữ;Tình yêu;Cho Nàng;;;;;;;;;;;;;;;;;;;;;;0
67;SNXM00K000069;https://cdn.pnj.io/images/thumbnails/300/300/detailed/81/snxm00k000069-nhan-bac-dinh-da-pnjsilver.png;Nhẫn bạc đính đá PNJSilver XM00K000069;328.000;1;2;7;Nhẫn cặp;CZ;Trắng;Tròn;;;;Tình yêu;Cho Nàng,Cho Chàng;;;;;;;;;;;;;;;;;;;;;;0
68;SNXM00K000067;https://cdn.pnj.io/images/thumbnails/300/300/detailed/87/SNXM00K000067-nhan-bac-dinh-da-PNJSilver.png;Nhẫn bạc đính đá PNJSilver XM00K000067;478.000;1;2;10;;CZ;Trắng;Tròn;;Trắng;Nữ;Tình yêu,Ngày kỷ niệm;Cho Nàng;;;;;;;;;;;;;;;;;;;;;;0
